"industry","year","month","total_sales"
"General Merchandise",2014,5,"134099"
"General Merchandise",2014,6,"126731"
"General Merchandise",2014,7,"126030"
"General Merchandise",2014,8,"134329"
"General Merchandise",2014,9,"119228"
"General Merchandise",2014,10,"128730"
"General Merchandise",2014,11,"147168"
"General Merchandise",2014,12,"182590"
"Health & Personal Care",2014,1,"44228"
"Health & Personal Care",2014,2,"41374"
"Health & Personal Care",2014,3,"44514"
"Health & Personal Care",2014,4,"44406"
"Health & Personal Care",2014,5,"45560"
"Health & Personal Care",2014,6,"44166"
"Health & Personal Care",2014,7,"44995"
"Health & Personal Care",2014,8,"44736"
"Health & Personal Care",2014,9,"44748"
"Health & Personal Care",2014,10,"46550"
"Health & Personal Care",2014,11,"43687"
"Health & Personal Care",2014,12,"52241"
"Home Goods & Building Supplies",2014,1,"39485"
"Home Goods & Building Supplies",2014,2,"37653"
"Home Goods & Building Supplies",2014,3,"47288"
"Home Goods & Building Supplies",2014,4,"57319"
"Home Goods & Building Supplies",2014,5,"63587"
"Home Goods & Building Supplies",2014,6,"58384"
"Home Goods & Building Supplies",2014,7,"56936"
"Home Goods & Building Supplies",2014,8,"52902"
"Home Goods & Building Supplies",2014,9,"52454"
"Home Goods & Building Supplies",2014,10,"54364"
"Home Goods & Building Supplies",2014,11,"49110"
"Home Goods & Building Supplies",2014,12,"47428"
"Home Goods & Electronics",2014,1,"76063"
"Home Goods & Electronics",2014,2,"74193"
"Home Goods & Electronics",2014,3,"81477"
"Home Goods & Electronics",2014,4,"77726"
"Home Goods & Electronics",2014,5,"81496"
"Home Goods & Electronics",2014,6,"79572"
"Home Goods & Electronics",2014,7,"82936"
"Home Goods & Electronics",2014,8,"84887"
"Home Goods & Electronics",2014,9,"84028"
"Home Goods & Electronics",2014,10,"85586"
"Home Goods & Electronics",2014,11,"98658"
"Home Goods & Electronics",2014,12,"125718"
"Miscellaneous",2014,1,"46668"
"Miscellaneous",2014,2,"44165"
"Miscellaneous",2014,3,"47801"
"Miscellaneous",2014,4,"46211"
"Miscellaneous",2014,5,"47801"
"Miscellaneous",2014,6,"46245"
"Miscellaneous",2014,7,"47197"
"Miscellaneous",2014,8,"47446"
"Miscellaneous",2014,9,"47690"
"Miscellaneous",2014,10,"50991"
"Miscellaneous",2014,11,"53492"
"Miscellaneous",2014,12,"69448"
"Office Supplies & Gifts",2014,1,"4952"
"Office Supplies & Gifts",2014,2,"4802"
"Office Supplies & Gifts",2014,3,"4900"
"Office Supplies & Gifts",2014,4,"4872"
"Office Supplies & Gifts",2014,5,"5106"
"Office Supplies & Gifts",2014,6,"4820"
"Office Supplies & Gifts",2014,7,"5418"
"Office Supplies & Gifts",2014,8,"6336"
"Office Supplies & Gifts",2014,9,"5536"
"Office Supplies & Gifts",2014,10,"6524"
"Office Supplies & Gifts",2014,11,"5078"
"Office Supplies & Gifts",2014,12,"7038"
"Restaurants & Bars",2014,1,"119718"
"Restaurants & Bars",2014,2,"119193"
"Restaurants & Bars",2014,3,"137728"
"Restaurants & Bars",2014,4,"132330"
"Restaurants & Bars",2014,5,"141709"
"Restaurants & Bars",2014,6,"133828"
"Restaurants & Bars",2014,7,"136363"
"Restaurants & Bars",2014,8,"140024"
"Restaurants & Bars",2014,9,"129660"
"Restaurants & Bars",2014,10,"138228"
"Restaurants & Bars",2014,11,"132105"
"Restaurants & Bars",2014,12,"142054"
"Sports & Recreation",2014,1,"11168"
"Sports & Recreation",2014,2,"9961"
"Sports & Recreation",2014,3,"11684"
"Sports & Recreation",2014,4,"11558"
"Sports & Recreation",2014,5,"12046"
"Sports & Recreation",2014,6,"12153"
"Sports & Recreation",2014,7,"12208"
"Sports & Recreation",2014,8,"15348"
"Sports & Recreation",2014,9,"12486"
"Sports & Recreation",2014,10,"11900"
"Sports & Recreation",2014,11,"14418"
"Sports & Recreation",2014,12,"22384"
"Automotive",2015,1,"295900"
"Automotive",2015,2,"299346"
"Automotive",2015,3,"361066"
"Automotive",2015,4,"349300"
"Automotive",2015,5,"363750"
"Automotive",2015,6,"351834"
"Automotive",2015,7,"365606"
"Automotive",2015,8,"368114"
"Automotive",2015,9,"340932"
"Automotive",2015,10,"339570"
"Automotive",2015,11,"317472"
"Automotive",2015,12,"352628"
"Fashion & Accessories",2015,1,"41877"
"Fashion & Accessories",2015,2,"47191"
"Fashion & Accessories",2015,3,"55270"
"Fashion & Accessories",2015,4,"54315"
"Fashion & Accessories",2015,5,"58782"
"Fashion & Accessories",2015,6,"52538"
"Fashion & Accessories",2015,7,"54844"
"Fashion & Accessories",2015,8,"59105"
"Fashion & Accessories",2015,9,"51198"
"Fashion & Accessories",2015,10,"55486"
"Fashion & Accessories",2015,11,"61807"
"Fashion & Accessories",2015,12,"87207"
"Food & Beverage",2015,1,"195910"
"Food & Beverage",2015,2,"181299"
"Food & Beverage",2015,3,"197228"
"Food & Beverage",2015,4,"192690"
"Food & Beverage",2015,5,"205950"
"Food & Beverage",2015,6,"196899"
"Food & Beverage",2015,7,"204547"
"Food & Beverage",2015,8,"201877"
"Food & Beverage",2015,9,"192466"
"Food & Beverage",2015,10,"200699"
"Food & Beverage",2015,11,"201226"
"Food & Beverage",2015,12,"219592"
"Fuel & Gasoline",2015,1,"38028"
"Fuel & Gasoline",2015,2,"37412"
"Fuel & Gasoline",2015,3,"41742"
"Fuel & Gasoline",2015,4,"40449"
"Fuel & Gasoline",2015,5,"44080"
"Fuel & Gasoline",2015,6,"44561"
"Fuel & Gasoline",2015,7,"45665"
"Fuel & Gasoline",2015,8,"43644"
"Fuel & Gasoline",2015,9,"39477"
"Fuel & Gasoline",2015,10,"40443"
"Fuel & Gasoline",2015,11,"36458"
"Fuel & Gasoline",2015,12,"36499"
"General Merchandise",2015,1,"115266"
"General Merchandise",2015,2,"115141"
"General Merchandise",2015,3,"128959"
"General Merchandise",2015,4,"123426"
"General Merchandise",2015,5,"135430"
"General Merchandise",2015,6,"127464"
"General Merchandise",2015,7,"128952"
"General Merchandise",2015,8,"133808"
"General Merchandise",2015,9,"121825"
"General Merchandise",2015,10,"131330"
"General Merchandise",2015,11,"146928"
"General Merchandise",2015,12,"184801"
"Health & Personal Care",2015,1,"46428"
"Health & Personal Care",2015,2,"43255"
"Health & Personal Care",2015,3,"48136"
"Health & Personal Care",2015,4,"46106"
"Health & Personal Care",2015,5,"45933"
"Health & Personal Care",2015,6,"46161"
"Health & Personal Care",2015,7,"46584"
"Health & Personal Care",2015,8,"46260"
"Health & Personal Care",2015,9,"47104"
"Health & Personal Care",2015,10,"48212"
"Health & Personal Care",2015,11,"46442"
"Health & Personal Care",2015,12,"54625"
"Home Goods & Building Supplies",2015,1,"41621"
"Home Goods & Building Supplies",2015,2,"39129"
"Home Goods & Building Supplies",2015,3,"51298"
"Home Goods & Building Supplies",2015,4,"59078"
"Home Goods & Building Supplies",2015,5,"62201"
"Home Goods & Building Supplies",2015,6,"60275"
"Home Goods & Building Supplies",2015,7,"59247"
"Home Goods & Building Supplies",2015,8,"54217"
"Home Goods & Building Supplies",2015,9,"53689"
"Home Goods & Building Supplies",2015,10,"55060"
"Home Goods & Building Supplies",2015,11,"51845"
"Home Goods & Building Supplies",2015,12,"51922"
"Home Goods & Electronics",2015,1,"82260"
"Home Goods & Electronics",2015,2,"78057"
"Home Goods & Electronics",2015,3,"86533"
"Home Goods & Electronics",2015,4,"82679"
"Home Goods & Electronics",2015,5,"85936"
"Home Goods & Electronics",2015,6,"86350"
"Home Goods & Electronics",2015,7,"88932"
"Home Goods & Electronics",2015,8,"89126"
"Home Goods & Electronics",2015,9,"88658"
"Home Goods & Electronics",2015,10,"89795"
"Home Goods & Electronics",2015,11,"103248"
"Home Goods & Electronics",2015,12,"129694"
"Miscellaneous",2015,1,"48784"
"Miscellaneous",2015,2,"47061"
"Miscellaneous",2015,3,"51743"
"Miscellaneous",2015,4,"49812"
"Miscellaneous",2015,5,"50221"
"Miscellaneous",2015,6,"50267"
"Miscellaneous",2015,7,"50951"
"Miscellaneous",2015,8,"50285"
"Miscellaneous",2015,9,"50460"
"Miscellaneous",2015,10,"52771"
"Miscellaneous",2015,11,"57417"
"Miscellaneous",2015,12,"73257"
"Office Supplies & Gifts",2015,1,"4922"
"Office Supplies & Gifts",2015,2,"4628"
"Office Supplies & Gifts",2015,3,"4768"
"Office Supplies & Gifts",2015,4,"4872"
"Office Supplies & Gifts",2015,5,"5066"
"Office Supplies & Gifts",2015,6,"4832"
"Office Supplies & Gifts",2015,7,"5250"
"Office Supplies & Gifts",2015,8,"5980"
"Office Supplies & Gifts",2015,9,"5338"
"Office Supplies & Gifts",2015,10,"6194"
"Office Supplies & Gifts",2015,11,"4940"
"Office Supplies & Gifts",2015,12,"7160"
"Restaurants & Bars",2015,1,"134333"
"Restaurants & Bars",2015,2,"129997"
"Restaurants & Bars",2015,3,"148867"
"Restaurants & Bars",2015,4,"145432"
"Restaurants & Bars",2015,5,"154739"
"Restaurants & Bars",2015,6,"145907"
"Restaurants & Bars",2015,7,"148991"
"Restaurants & Bars",2015,8,"148626"
"Restaurants & Bars",2015,9,"139618"
"Restaurants & Bars",2015,10,"148801"
"Restaurants & Bars",2015,11,"139284"
"Restaurants & Bars",2015,12,"152352"
"Sports & Recreation",2015,1,"11719"
"Sports & Recreation",2015,2,"10124"
"Sports & Recreation",2015,3,"12230"
"Sports & Recreation",2015,4,"11719"
"Sports & Recreation",2015,5,"12484"
"Sports & Recreation",2015,6,"12705"
"Sports & Recreation",2015,7,"12811"
"Sports & Recreation",2015,8,"15008"
"Sports & Recreation",2015,9,"12879"
"Sports & Recreation",2015,10,"12030"
"Sports & Recreation",2015,11,"14350"
"Sports & Recreation",2015,12,"23165"
"Automotive",2016,1,"302490"
"Automotive",2016,2,"336962"
"Automotive",2016,3,"375080"
"Automotive",2016,4,"361614"
"Automotive",2016,5,"365910"
"Automotive",2016,6,"363270"
"Automotive",2016,7,"370970"
"Automotive",2016,8,"388422"
"Automotive",2016,9,"356542"
"Automotive",2016,10,"347024"
"Automotive",2016,11,"338194"
"Automotive",2016,12,"380586"
"Fashion & Accessories",2016,1,"41718"
"Fashion & Accessories",2016,2,"49595"
"Fashion & Accessories",2016,3,"57214"
"Fashion & Accessories",2016,4,"54368"
"Fashion & Accessories",2016,5,"57464"
"Fashion & Accessories",2016,6,"53909"
"Fashion & Accessories",2016,7,"55124"
"Fashion & Accessories",2016,8,"59227"
"Fashion & Accessories",2016,9,"52962"
"Fashion & Accessories",2016,10,"55042"
"Fashion & Accessories",2016,11,"63309"
"Fashion & Accessories",2016,12,"90600"
"Food & Beverage",2016,1,"196579"
"Food & Beverage",2016,2,"188403"
"Food & Beverage",2016,3,"202098"
"Food & Beverage",2016,4,"195653"
"Food & Beverage",2016,5,"205592"
"Food & Beverage",2016,6,"202508"
"Food & Beverage",2016,7,"206923"
"Food & Beverage",2016,8,"203516"
"Food & Beverage",2016,9,"197297"
"Food & Beverage",2016,10,"204032"
"Food & Beverage",2016,11,"207532"
"Food & Beverage",2016,12,"229135"
"Fuel & Gasoline",2016,1,"34609"
"Fuel & Gasoline",2016,2,"32328"
"Fuel & Gasoline",2016,3,"36149"
"Fuel & Gasoline",2016,4,"37246"
"Fuel & Gasoline",2016,5,"40504"
"Fuel & Gasoline",2016,6,"41543"
"Fuel & Gasoline",2016,7,"41107"
"Fuel & Gasoline",2016,8,"40245"
"Fuel & Gasoline",2016,9,"39575"
"Fuel & Gasoline",2016,10,"41090"
"Fuel & Gasoline",2016,11,"38305"
"Fuel & Gasoline",2016,12,"40853"
"General Merchandise",2016,1,"114390"
"General Merchandise",2016,2,"119664"
"General Merchandise",2016,3,"131272"
"General Merchandise",2016,4,"124911"
"General Merchandise",2016,5,"131631"
"General Merchandise",2016,6,"129655"
"General Merchandise",2016,7,"129671"
"General Merchandise",2016,8,"131697"
"General Merchandise",2016,9,"121407"
"General Merchandise",2016,10,"129524"
"General Merchandise",2016,11,"144584"
"General Merchandise",2016,12,"182510"
"Health & Personal Care",2016,1,"47108"
"Health & Personal Care",2016,2,"47974"
"Health & Personal Care",2016,3,"50624"
"Health & Personal Care",2016,4,"48383"
"Health & Personal Care",2016,5,"49315"
"Health & Personal Care",2016,6,"48750"
"Health & Personal Care",2016,7,"47352"
"Health & Personal Care",2016,8,"49421"
"Health & Personal Care",2016,9,"47868"
"Health & Personal Care",2016,10,"47205"
"Health & Personal Care",2016,11,"47046"
"Health & Personal Care",2016,12,"53428"
"Home Goods & Building Supplies",2016,1,"42989"
"Home Goods & Building Supplies",2016,2,"45086"
"Home Goods & Building Supplies",2016,3,"56959"
"Home Goods & Building Supplies",2016,4,"60767"
"Home Goods & Building Supplies",2016,5,"64932"
"Home Goods & Building Supplies",2016,6,"64627"
"Home Goods & Building Supplies",2016,7,"58091"
"Home Goods & Building Supplies",2016,8,"57923"
"Home Goods & Building Supplies",2016,9,"55579"
"Home Goods & Building Supplies",2016,10,"54942"
"Home Goods & Building Supplies",2016,11,"54800"
"Home Goods & Building Supplies",2016,12,"51395"
"Home Goods & Electronics",2016,1,"83447"
"Home Goods & Electronics",2016,2,"84957"
"Home Goods & Electronics",2016,3,"92075"
"Home Goods & Electronics",2016,4,"85835"
"Home Goods & Electronics",2016,5,"90119"
"Home Goods & Electronics",2016,6,"90930"
"Home Goods & Electronics",2016,7,"90135"
"Home Goods & Electronics",2016,8,"95592"
"Home Goods & Electronics",2016,9,"92671"
"Home Goods & Electronics",2016,10,"90523"
"Home Goods & Electronics",2016,11,"108885"
"Home Goods & Electronics",2016,12,"131432"
"Miscellaneous",2016,1,"49875"
"Miscellaneous",2016,2,"50367"
"Miscellaneous",2016,3,"54940"
"Miscellaneous",2016,4,"52789"
"Miscellaneous",2016,5,"55515"
"Miscellaneous",2016,6,"54720"
"Miscellaneous",2016,7,"52628"
"Miscellaneous",2016,8,"55940"
"Miscellaneous",2016,9,"54640"
"Miscellaneous",2016,10,"56055"
"Miscellaneous",2016,11,"64431"
"Miscellaneous",2016,12,"79349"
"Office Supplies & Gifts",2016,1,"4522"
"Office Supplies & Gifts",2016,2,"4482"
"Office Supplies & Gifts",2016,3,"4760"
"Office Supplies & Gifts",2016,4,"4760"
"Office Supplies & Gifts",2016,5,"5056"
"Office Supplies & Gifts",2016,6,"4800"
"Office Supplies & Gifts",2016,7,"5052"
"Office Supplies & Gifts",2016,8,"5942"
"Office Supplies & Gifts",2016,9,"5250"
"Office Supplies & Gifts",2016,10,"5772"
"Office Supplies & Gifts",2016,11,"4858"
"Office Supplies & Gifts",2016,12,"6996"
"Restaurants & Bars",2016,1,"140086"
"Restaurants & Bars",2016,2,"143680"
"Restaurants & Bars",2016,3,"156200"
"Restaurants & Bars",2016,4,"156295"
"Restaurants & Bars",2016,5,"158557"
"Restaurants & Bars",2016,6,"152422"
"Restaurants & Bars",2016,7,"156980"
"Restaurants & Bars",2016,8,"154268"
"Restaurants & Bars",2016,9,"148954"
"Restaurants & Bars",2016,10,"153670"
"Restaurants & Bars",2016,11,"147622"
"Restaurants & Bars",2016,12,"160057"
"Sports & Recreation",2016,1,"12103"
"Sports & Recreation",2016,2,"10967"
"Sports & Recreation",2016,3,"13031"
"Sports & Recreation",2016,4,"12190"
"Sports & Recreation",2016,5,"12596"
"Sports & Recreation",2016,6,"13691"
"Sports & Recreation",2016,7,"13099"
"Sports & Recreation",2016,8,"14790"
"Sports & Recreation",2016,9,"12654"
"Sports & Recreation",2016,10,"11796"
"Sports & Recreation",2016,11,"14416"
"Sports & Recreation",2016,12,"21964"
"Automotive",2017,1,"319614"
"Automotive",2017,2,"334248"
"Automotive",2017,3,"394830"
"Automotive",2017,4,"359200"
"Automotive",2017,5,"390552"
"Automotive",2017,6,"378018"
"Automotive",2017,7,"379218"
"Automotive",2017,8,"389528"
"Automotive",2017,9,"372798"
"Automotive",2017,10,"363474"
"Automotive",2017,11,"354628"
"Automotive",2017,12,"376458"
"Fashion & Accessories",2017,1,"42197"
"Fashion & Accessories",2017,2,"47175"
"Fashion & Accessories",2017,3,"56606"
"Fashion & Accessories",2017,4,"56246"
"Fashion & Accessories",2017,5,"58097"
"Fashion & Accessories",2017,6,"54933"
"Fashion & Accessories",2017,7,"55200"
"Fashion & Accessories",2017,8,"59891"
"Fashion & Accessories",2017,9,"52773"
"Fashion & Accessories",2017,10,"54524"
"Fashion & Accessories",2017,11,"65373"
"Fashion & Accessories",2017,12,"88351"
"Food & Beverage",2017,1,"199718"
"Food & Beverage",2017,2,"188829"
"Food & Beverage",2017,3,"208838"
"Food & Beverage",2017,4,"206707"
"Food & Beverage",2017,5,"214044"
"Food & Beverage",2017,6,"209900"
"Food & Beverage",2017,7,"213050"
"Food & Beverage",2017,8,"213117"
"Food & Beverage",2017,9,"208010"
"Food & Beverage",2017,10,"210686"
"Food & Beverage",2017,11,"217266"
"Food & Beverage",2017,12,"239630"
"Fuel & Gasoline",2017,1,"39852"
"Fuel & Gasoline",2017,2,"37568"
"Fuel & Gasoline",2017,3,"42456"
"Fuel & Gasoline",2017,4,"41570"
"Fuel & Gasoline",2017,5,"43188"
"Fuel & Gasoline",2017,6,"42112"
"Fuel & Gasoline",2017,7,"41677"
"Fuel & Gasoline",2017,8,"43341"
"Fuel & Gasoline",2017,9,"43539"
"Fuel & Gasoline",2017,10,"44345"
"Fuel & Gasoline",2017,11,"43518"
"Fuel & Gasoline",2017,12,"44419"
"General Merchandise",2017,1,"114761"
"General Merchandise",2017,2,"114709"
"General Merchandise",2017,3,"129516"
"General Merchandise",2017,4,"129067"
"General Merchandise",2017,5,"131454"
"General Merchandise",2017,6,"131416"
"General Merchandise",2017,7,"130198"
"General Merchandise",2017,8,"134058"
"General Merchandise",2017,9,"125742"
"General Merchandise",2017,10,"130087"
"General Merchandise",2017,11,"148931"
"General Merchandise",2017,12,"185554"
"Health & Personal Care",2017,1,"47480"
"Health & Personal Care",2017,2,"45349"
"Health & Personal Care",2017,3,"50173"
"Health & Personal Care",2017,4,"47455"
"Health & Personal Care",2017,5,"50402"
"Health & Personal Care",2017,6,"49202"
"Health & Personal Care",2017,7,"47576"
"Health & Personal Care",2017,8,"50421"
"Health & Personal Care",2017,9,"48478"
"Health & Personal Care",2017,10,"51116"
"Health & Personal Care",2017,11,"50033"
"Health & Personal Care",2017,12,"55235"
"Home Goods & Building Supplies",2017,1,"45130"
"Home Goods & Building Supplies",2017,2,"44890"
"Home Goods & Building Supplies",2017,3,"57499"
"Home Goods & Building Supplies",2017,4,"60321"
"Home Goods & Building Supplies",2017,5,"68874"
"Home Goods & Building Supplies",2017,6,"65753"
"Home Goods & Building Supplies",2017,7,"59776"
"Home Goods & Building Supplies",2017,8,"60702"
"Home Goods & Building Supplies",2017,9,"58200"
"Home Goods & Building Supplies",2017,10,"59566"
"Home Goods & Building Supplies",2017,11,"58259"
"Home Goods & Building Supplies",2017,12,"53293"
"Home Goods & Electronics",2017,1,"88039"
"Home Goods & Electronics",2017,2,"84736"
"Home Goods & Electronics",2017,3,"96067"
"Home Goods & Electronics",2017,4,"87591"
"Home Goods & Electronics",2017,5,"95349"
"Home Goods & Electronics",2017,6,"94129"
"Home Goods & Electronics",2017,7,"92473"
"Home Goods & Electronics",2017,8,"98279"
"Home Goods & Electronics",2017,9,"93782"
"Home Goods & Electronics",2017,10,"95470"
"Home Goods & Electronics",2017,11,"117536"
"Home Goods & Electronics",2017,12,"137237"
"Miscellaneous",2017,1,"55705"
"Miscellaneous",2017,2,"53154"
"Miscellaneous",2017,3,"60927"
"Miscellaneous",2017,4,"56481"
"Miscellaneous",2017,5,"61943"
"Miscellaneous",2017,6,"59603"
"Miscellaneous",2017,7,"58044"
"Miscellaneous",2017,8,"61721"
"Miscellaneous",2017,9,"58474"
"Miscellaneous",2017,10,"61820"
"Miscellaneous",2017,11,"73368"
"Miscellaneous",2017,12,"86875"
"Office Supplies & Gifts",2017,1,"4390"
"Office Supplies & Gifts",2017,2,"4116"
"Office Supplies & Gifts",2017,3,"4580"
"Office Supplies & Gifts",2017,4,"4406"
"Office Supplies & Gifts",2017,5,"4894"
"Office Supplies & Gifts",2017,6,"4752"
"Office Supplies & Gifts",2017,7,"4916"
"Office Supplies & Gifts",2017,8,"5748"
"Office Supplies & Gifts",2017,9,"4990"
"Office Supplies & Gifts",2017,10,"5798"
"Office Supplies & Gifts",2017,11,"4842"
"Office Supplies & Gifts",2017,12,"6690"
"Restaurants & Bars",2017,1,"147898"
"Restaurants & Bars",2017,2,"146641"
"Restaurants & Bars",2017,3,"167447"
"Restaurants & Bars",2017,4,"162473"
"Restaurants & Bars",2017,5,"167293"
"Restaurants & Bars",2017,6,"164074"
"Restaurants & Bars",2017,7,"164242"
"Restaurants & Bars",2017,8,"163746"
"Restaurants & Bars",2017,9,"157371"
"Restaurants & Bars",2017,10,"160410"
"Restaurants & Bars",2017,11,"154067"
"Restaurants & Bars",2017,12,"170779"
"Sports & Recreation",2017,1,"11729"
"Sports & Recreation",2017,2,"10447"
"Sports & Recreation",2017,3,"12468"
"Sports & Recreation",2017,4,"11994"
"Sports & Recreation",2017,5,"12388"
"Sports & Recreation",2017,6,"12707"
"Sports & Recreation",2017,7,"12266"
"Sports & Recreation",2017,8,"14492"
"Sports & Recreation",2017,9,"12613"
"Sports & Recreation",2017,10,"11831"
"Sports & Recreation",2017,11,"14663"
"Sports & Recreation",2017,12,"20739"
"Automotive",2018,1,"330016"
"Automotive",2018,2,"334688"
"Automotive",2018,3,"408294"
"Automotive",2018,4,"367340"
"Automotive",2018,5,"403558"
"Automotive",2018,6,"386556"
"Automotive",2018,7,"384446"
"Automotive",2018,8,"402332"
"Automotive",2018,9,"356988"
"Automotive",2018,10,"368794"
"Automotive",2018,11,"356294"
"Automotive",2018,12,"381946"
"Fashion & Accessories",2018,1,"41853"
"Fashion & Accessories",2018,2,"48252"
"Fashion & Accessories",2018,3,"59021"
"Fashion & Accessories",2018,4,"54302"
"Fashion & Accessories",2018,5,"62582"
"Fashion & Accessories",2018,6,"56733"
"Fashion & Accessories",2018,7,"57762"
"Fashion & Accessories",2018,8,"61115"
"Fashion & Accessories",2018,9,"52793"
"Fashion & Accessories",2018,10,"56761"
"Fashion & Accessories",2018,11,"68007"
"Fashion & Accessories",2018,12,"88845"
"Food & Beverage",2018,1,"207412"
"Food & Beverage",2018,2,"195112"
"Food & Beverage",2018,3,"221119"
"Food & Beverage",2018,4,"205341"
"Food & Beverage",2018,5,"223402"
"Food & Beverage",2018,6,"217290"
"Food & Beverage",2018,7,"218825"
"Food & Beverage",2018,8,"220917"
"Food & Beverage",2018,9,"210998"
"Food & Beverage",2018,10,"216642"
"Food & Beverage",2018,11,"224829"
"Food & Beverage",2018,12,"241316"
"Fuel & Gasoline",2018,1,"44842"
"Fuel & Gasoline",2018,2,"40753"
"Fuel & Gasoline",2018,3,"45861"
"Fuel & Gasoline",2018,4,"45503"
"Fuel & Gasoline",2018,5,"49791"
"Fuel & Gasoline",2018,6,"48712"
"Fuel & Gasoline",2018,7,"49133"
"Fuel & Gasoline",2018,8,"50085"
"Fuel & Gasoline",2018,9,"46657"
"Fuel & Gasoline",2018,10,"50212"
"Fuel & Gasoline",2018,11,"45639"
"Fuel & Gasoline",2018,12,"42350"
"General Merchandise",2018,1,"115651"
"General Merchandise",2018,2,"116629"
"General Merchandise",2018,3,"135846"
"General Merchandise",2018,4,"124011"
"General Merchandise",2018,5,"139354"
"General Merchandise",2018,6,"133528"
"General Merchandise",2018,7,"131837"
"General Merchandise",2018,8,"138377"
"General Merchandise",2018,9,"126049"
"General Merchandise",2018,10,"132772"
"General Merchandise",2018,11,"156350"
"General Merchandise",2018,12,"184177"
"Health & Personal Care",2018,1,"51238"
"Health & Personal Care",2018,2,"47004"
"Health & Personal Care",2018,3,"51817"
"Health & Personal Care",2018,4,"49683"
"Health & Personal Care",2018,5,"53032"
"Health & Personal Care",2018,6,"50246"
"Health & Personal Care",2018,7,"50285"
"Health & Personal Care",2018,8,"52852"
"Health & Personal Care",2018,9,"48993"
"Health & Personal Care",2018,10,"54065"
"Health & Personal Care",2018,11,"52547"
"Health & Personal Care",2018,12,"55650"
"Home Goods & Building Supplies",2018,1,"47500"
"Home Goods & Building Supplies",2018,2,"47093"
"Home Goods & Building Supplies",2018,3,"58989"
"Home Goods & Building Supplies",2018,4,"63105"
"Home Goods & Building Supplies",2018,5,"74505"
"Home Goods & Building Supplies",2018,6,"69571"
"Home Goods & Building Supplies",2018,7,"66642"
"Home Goods & Building Supplies",2018,8,"64616"
"Home Goods & Building Supplies",2018,9,"58930"
"Home Goods & Building Supplies",2018,10,"64912"
"Home Goods & Building Supplies",2018,11,"59868"
"Home Goods & Building Supplies",2018,12,"54872"
"Home Goods & Electronics",2018,1,"93959"
"Home Goods & Electronics",2018,2,"89790"
"Home Goods & Electronics",2018,3,"101872"
"Home Goods & Electronics",2018,4,"95724"
"Home Goods & Electronics",2018,5,"103193"
"Home Goods & Electronics",2018,6,"99833"
"Home Goods & Electronics",2018,7,"101358"
"Home Goods & Electronics",2018,8,"106112"
"Home Goods & Electronics",2018,9,"98524"
"Home Goods & Electronics",2018,10,"104341"
"Home Goods & Electronics",2018,11,"124570"
