"industry","year","month","total_sales"
"Home Goods & Electronics",2018,12,"133951"
"Miscellaneous",2018,1,"63879"
"Miscellaneous",2018,2,"59332"
"Miscellaneous",2018,3,"66586"
"Miscellaneous",2018,4,"64105"
"Miscellaneous",2018,5,"69457"
"Miscellaneous",2018,6,"64468"
"Miscellaneous",2018,7,"65402"
"Miscellaneous",2018,8,"68151"
"Miscellaneous",2018,9,"63080"
"Miscellaneous",2018,10,"70688"
"Miscellaneous",2018,11,"81061"
"Miscellaneous",2018,12,"85134"
"Office Supplies & Gifts",2018,1,"4294"
"Office Supplies & Gifts",2018,2,"4150"
"Office Supplies & Gifts",2018,3,"4630"
"Office Supplies & Gifts",2018,4,"4392"
"Office Supplies & Gifts",2018,5,"4944"
"Office Supplies & Gifts",2018,6,"4810"
"Office Supplies & Gifts",2018,7,"5194"
"Office Supplies & Gifts",2018,8,"5944"
"Office Supplies & Gifts",2018,9,"5004"
"Office Supplies & Gifts",2018,10,"6200"
"Office Supplies & Gifts",2018,11,"4992"
"Office Supplies & Gifts",2018,12,"6078"
"Restaurants & Bars",2018,1,"152322"
"Restaurants & Bars",2018,2,"152034"
"Restaurants & Bars",2018,3,"174282"
"Restaurants & Bars",2018,4,"164805"
"Restaurants & Bars",2018,5,"176045"
"Restaurants & Bars",2018,6,"175997"
"Restaurants & Bars",2018,7,"176396"
"Restaurants & Bars",2018,8,"177850"
"Restaurants & Bars",2018,9,"162947"
"Restaurants & Bars",2018,10,"167516"
"Restaurants & Bars",2018,11,"160973"
"Restaurants & Bars",2018,12,"173170"
"Sports & Recreation",2018,1,"11098"
"Sports & Recreation",2018,2,"10525"
"Sports & Recreation",2018,3,"13161"
"Sports & Recreation",2018,4,"11786"
"Sports & Recreation",2018,5,"12632"
"Sports & Recreation",2018,6,"12715"
"Sports & Recreation",2018,7,"11797"
"Sports & Recreation",2018,8,"13648"
"Sports & Recreation",2018,9,"11210"
"Sports & Recreation",2018,10,"11093"
"Sports & Recreation",2018,11,"13561"
"Sports & Recreation",2018,12,"17476"
"Automotive",2019,1,"329164"
"Automotive",2019,2,"335628"
"Automotive",2019,3,"411614"
"Automotive",2019,4,"383028"
"Automotive",2019,5,"414218"
"Automotive",2019,6,"387080"
"Automotive",2019,7,"404848"
"Automotive",2019,8,"426178"
"Automotive",2019,9,"369572"
"Automotive",2019,10,"384366"
"Automotive",2019,11,"375498"
"Automotive",2019,12,"385392"
"Fashion & Accessories",2019,1,"43036"
"Fashion & Accessories",2019,2,"47097"
"Fashion & Accessories",2019,3,"58709"
"Fashion & Accessories",2019,4,"57216"
"Fashion & Accessories",2019,5,"61211"
"Fashion & Accessories",2019,6,"56388"
"Fashion & Accessories",2019,7,"57785"
"Fashion & Accessories",2019,8,"62903"
"Fashion & Accessories",2019,9,"51981"
"Fashion & Accessories",2019,10,"57329"
"Fashion & Accessories",2019,11,"67474"
"Fashion & Accessories",2019,12,"91811"
"Food & Beverage",2019,1,"216562"
"Food & Beverage",2019,2,"197467"
"Food & Beverage",2019,3,"222184"
"Food & Beverage",2019,4,"216865"
"Food & Beverage",2019,5,"231242"
"Food & Beverage",2019,6,"224362"
"Food & Beverage",2019,7,"229596"
"Food & Beverage",2019,8,"232771"
"Food & Beverage",2019,9,"214970"
"Food & Beverage",2019,10,"224383"
"Food & Beverage",2019,11,"232854"
"Food & Beverage",2019,12,"246358"
"Fuel & Gasoline",2019,1,"41220"
"Fuel & Gasoline",2019,2,"39623"
"Fuel & Gasoline",2019,3,"45944"
"Fuel & Gasoline",2019,4,"47014"
"Fuel & Gasoline",2019,5,"49708"
"Fuel & Gasoline",2019,6,"46770"
"Fuel & Gasoline",2019,7,"48349"
"Fuel & Gasoline",2019,8,"48019"
"Fuel & Gasoline",2019,9,"44880"
"Fuel & Gasoline",2019,10,"47079"
"Fuel & Gasoline",2019,11,"44827"
"Fuel & Gasoline",2019,12,"45072"
"General Merchandise",2019,1,"117817"
"General Merchandise",2019,2,"115852"
"General Merchandise",2019,3,"134576"
"General Merchandise",2019,4,"130770"
"General Merchandise",2019,5,"140082"
"General Merchandise",2019,6,"134986"
"General Merchandise",2019,7,"135167"
"General Merchandise",2019,8,"142140"
"General Merchandise",2019,9,"125153"
"General Merchandise",2019,10,"134437"
"General Merchandise",2019,11,"153764"
"General Merchandise",2019,12,"183324"
"Health & Personal Care",2019,1,"52988"
"Health & Personal Care",2019,2,"49324"
"Health & Personal Care",2019,3,"52604"
"Health & Personal Care",2019,4,"52418"
"Health & Personal Care",2019,5,"54362"
"Health & Personal Care",2019,6,"50589"
"Health & Personal Care",2019,7,"51862"
"Health & Personal Care",2019,8,"52382"
"Health & Personal Care",2019,9,"49951"
"Health & Personal Care",2019,10,"54554"
"Health & Personal Care",2019,11,"50790"
"Health & Personal Care",2019,12,"56843"
"Home Goods & Building Supplies",2019,1,"53305"
"Home Goods & Building Supplies",2019,2,"48094"
"Home Goods & Building Supplies",2019,3,"59424"
"Home Goods & Building Supplies",2019,4,"67050"
"Home Goods & Building Supplies",2019,5,"73734"
"Home Goods & Building Supplies",2019,6,"66755"
"Home Goods & Building Supplies",2019,7,"67585"
"Home Goods & Building Supplies",2019,8,"65221"
"Home Goods & Building Supplies",2019,9,"60202"
"Home Goods & Building Supplies",2019,10,"65142"
"Home Goods & Building Supplies",2019,11,"59310"
"Home Goods & Building Supplies",2019,12,"56758"
"Home Goods & Electronics",2019,1,"98644"
"Home Goods & Electronics",2019,2,"92987"
"Home Goods & Electronics",2019,3,"103121"
"Home Goods & Electronics",2019,4,"101492"
"Home Goods & Electronics",2019,5,"109529"
"Home Goods & Electronics",2019,6,"103650"
"Home Goods & Electronics",2019,7,"109177"
"Home Goods & Electronics",2019,8,"111198"
"Home Goods & Electronics",2019,9,"105307"
"Home Goods & Electronics",2019,10,"111380"
"Home Goods & Electronics",2019,11,"126558"
"Home Goods & Electronics",2019,12,"149395"
"Miscellaneous",2019,1,"68001"
"Miscellaneous",2019,2,"63575"
"Miscellaneous",2019,3,"68646"
"Miscellaneous",2019,4,"70043"
"Miscellaneous",2019,5,"75707"
"Miscellaneous",2019,6,"70226"
"Miscellaneous",2019,7,"73914"
"Miscellaneous",2019,8,"74313"
"Miscellaneous",2019,9,"70318"
"Miscellaneous",2019,10,"78402"
"Miscellaneous",2019,11,"83888"
"Miscellaneous",2019,12,"102233"
"Office Supplies & Gifts",2019,1,"4058"
"Office Supplies & Gifts",2019,2,"3858"
"Office Supplies & Gifts",2019,3,"4282"
"Office Supplies & Gifts",2019,4,"4308"
"Office Supplies & Gifts",2019,5,"4968"
"Office Supplies & Gifts",2019,6,"4700"
"Office Supplies & Gifts",2019,7,"5174"
"Office Supplies & Gifts",2019,8,"5548"
"Office Supplies & Gifts",2019,9,"4648"
"Office Supplies & Gifts",2019,10,"5702"
"Office Supplies & Gifts",2019,11,"4564"
"Office Supplies & Gifts",2019,12,"5938"
"Restaurants & Bars",2019,1,"156659"
"Restaurants & Bars",2019,2,"156296"
"Restaurants & Bars",2019,3,"181927"
"Restaurants & Bars",2019,4,"174195"
"Restaurants & Bars",2019,5,"186482"
"Restaurants & Bars",2019,6,"183475"
"Restaurants & Bars",2019,7,"184530"
"Restaurants & Bars",2019,8,"188137"
"Restaurants & Bars",2019,9,"172818"
"Restaurants & Bars",2019,10,"179292"
"Restaurants & Bars",2019,11,"174048"
"Restaurants & Bars",2019,12,"184085"
"Sports & Recreation",2019,1,"10475"
"Sports & Recreation",2019,2,"9701"
"Sports & Recreation",2019,3,"11805"
"Sports & Recreation",2019,4,"11623"
"Sports & Recreation",2019,5,"12158"
"Sports & Recreation",2019,6,"12494"
"Sports & Recreation",2019,7,"12413"
"Sports & Recreation",2019,8,"14213"
"Sports & Recreation",2019,9,"11708"
"Sports & Recreation",2019,10,"11860"
"Sports & Recreation",2019,11,"13737"
"Sports & Recreation",2019,12,"18134"
"Automotive",2020,1,"342994"
"Automotive",2020,2,"358432"
"Automotive",2020,3,"295174"
"Automotive",2020,4,"245248"
"Automotive",2020,5,"380186"
"Automotive",2020,6,"402878"
"Automotive",2020,7,"413128"
"Automotive",2020,8,"413998"
"Automotive",2020,9,"405586"
"Automotive",2020,10,"411928"
"Automotive",2020,11,"371776"
"Automotive",2020,12,"421624"
"Fashion & Accessories",2020,1,"44513"
"Fashion & Accessories",2020,2,"50250"
"Fashion & Accessories",2020,3,"28590"
"Fashion & Accessories",2020,4,"7021"
"Fashion & Accessories",2020,5,"22199"
"Fashion & Accessories",2020,6,"42510"
"Fashion & Accessories",2020,7,"45870"
"Fashion & Accessories",2020,8,"48725"
"Fashion & Accessories",2020,9,"48103"
"Fashion & Accessories",2020,10,"51371"
"Fashion & Accessories",2020,11,"54331"
"Fashion & Accessories",2020,12,"79678"
"Food & Beverage",2020,1,"220422"
"Food & Beverage",2020,2,"212286"
"Food & Beverage",2020,3,"275728"
"Food & Beverage",2020,4,"240652"
"Food & Beverage",2020,5,"258983"
"Food & Beverage",2020,6,"242287"
"Food & Beverage",2020,7,"251984"
"Food & Beverage",2020,8,"244174"
"Food & Beverage",2020,9,"233148"
"Food & Beverage",2020,10,"242935"
"Food & Beverage",2020,11,"246075"
"Food & Beverage",2020,12,"263557"
"Fuel & Gasoline",2020,1,"43734"
"Fuel & Gasoline",2020,2,"40317"
"Fuel & Gasoline",2020,3,"37053"
"Fuel & Gasoline",2020,4,"28694"
"Fuel & Gasoline",2020,5,"33629"
"Fuel & Gasoline",2020,6,"37708"
"Fuel & Gasoline",2020,7,"40271"
"Fuel & Gasoline",2020,8,"40134"
"Fuel & Gasoline",2020,9,"38880"
"Fuel & Gasoline",2020,10,"40163"
"Fuel & Gasoline",2020,11,"36692"
"Fuel & Gasoline",2020,12,"40041"
"General Merchandise",2020,1,"119476"
"General Merchandise",2020,2,"122644"
"General Merchandise",2020,3,"141465"
"General Merchandise",2020,4,"121610"
"General Merchandise",2020,5,"142724"
"General Merchandise",2020,6,"136619"
"General Merchandise",2020,7,"138554"
"General Merchandise",2020,8,"139580"
"General Merchandise",2020,9,"131290"
"General Merchandise",2020,10,"141354"
"General Merchandise",2020,11,"152821"
"General Merchandise",2020,12,"176478"
"Health & Personal Care",2020,1,"53570"
"Health & Personal Care",2020,2,"51078"
"Health & Personal Care",2020,3,"57977"
"Health & Personal Care",2020,4,"49542"
"Health & Personal Care",2020,5,"49864"
"Health & Personal Care",2020,6,"52944"
"Health & Personal Care",2020,7,"55030"
"Health & Personal Care",2020,8,"53690"
"Health & Personal Care",2020,9,"54706"
"Health & Personal Care",2020,10,"57053"
"Health & Personal Care",2020,11,"52899"
"Health & Personal Care",2020,12,"61690"
"Home Goods & Building Supplies",2020,1,"53634"
"Home Goods & Building Supplies",2020,2,"52070"
"Home Goods & Building Supplies",2020,3,"63446"
"Home Goods & Building Supplies",2020,4,"69538"
"Home Goods & Building Supplies",2020,5,"82736"
"Home Goods & Building Supplies",2020,6,"82793"
"Home Goods & Building Supplies",2020,7,"78287"
"Home Goods & Building Supplies",2020,8,"73158"
"Home Goods & Building Supplies",2020,9,"73280"
"Home Goods & Building Supplies",2020,10,"74246"
"Home Goods & Building Supplies",2020,11,"68537"
"Home Goods & Building Supplies",2020,12,"68125"
"Home Goods & Electronics",2020,1,"106037"
"Home Goods & Electronics",2020,2,"102566"
"Home Goods & Electronics",2020,3,"103654"
"Home Goods & Electronics",2020,4,"90299"
"Home Goods & Electronics",2020,5,"110664"
"Home Goods & Electronics",2020,6,"121923"
"Home Goods & Electronics",2020,7,"129412"
"Home Goods & Electronics",2020,8,"131440"
"Home Goods & Electronics",2020,9,"128439"
"Home Goods & Electronics",2020,10,"127565"
"Home Goods & Electronics",2020,11,"142567"
"Home Goods & Electronics",2020,12,"162046"
"Miscellaneous",2020,1,"74795"
"Miscellaneous",2020,2,"72225"
"Miscellaneous",2020,3,"78951"
"Miscellaneous",2020,4,"82619"
"Miscellaneous",2020,5,"92418"
"Miscellaneous",2020,6,"92530"
"Miscellaneous",2020,7,"96709"
"Miscellaneous",2020,8,"96154"
"Miscellaneous",2020,9,"94332"
"Miscellaneous",2020,10,"101779"
"Miscellaneous",2020,11,"111010"
"Miscellaneous",2020,12,"127814"
"Office Supplies & Gifts",2020,1,"4124"
"Office Supplies & Gifts",2020,2,"3966"
"Office Supplies & Gifts",2020,3,"3350"
"Office Supplies & Gifts",2020,4,"1686"
"Office Supplies & Gifts",2020,5,"2548"
"Office Supplies & Gifts",2020,6,"3456"
"Office Supplies & Gifts",2020,7,"4280"
"Office Supplies & Gifts",2020,8,"4660"
"Office Supplies & Gifts",2020,9,"4570"
"Office Supplies & Gifts",2020,10,"5580"
"Office Supplies & Gifts",2020,11,"4040"
"Office Supplies & Gifts",2020,12,"5458"
"Restaurants & Bars",2020,1,"172604"
"Restaurants & Bars",2020,2,"147734"
"Restaurants & Bars",2020,3,"116614"
"Restaurants & Bars",2020,4,"79367"
"Restaurants & Bars",2020,5,"111209"
"Restaurants & Bars",2020,6,"132283"
"Restaurants & Bars",2020,7,"140021"
"Restaurants & Bars",2020,8,"143521"
"Restaurants & Bars",2020,9,"138780"
"Restaurants & Bars",2020,10,"145420"
"Restaurants & Bars",2020,11,"129944"
"Restaurants & Bars",2020,12,"132802"
"Sports & Recreation",2020,1,"10827"
"Sports & Recreation",2020,2,"10328"
"Sports & Recreation",2020,3,"9823"
"Sports & Recreation",2020,4,"6514"
"Sports & Recreation",2020,5,"11882"
"Sports & Recreation",2020,6,"15743"
"Sports & Recreation",2020,7,"14956"
"Sports & Recreation",2020,8,"15241"
"Sports & Recreation",2020,9,"14429"
"Sports & Recreation",2020,10,"14102"
"Sports & Recreation",2020,11,"15512"
"Sports & Recreation",2020,12,"21096"
"Automotive",2021,1,"375492"
"Automotive",2021,2,"369166"
"Automotive",2021,3,"524244"
"Automotive",2021,4,"512810"
"Automotive",2021,5,"508814"
"Automotive",2021,6,"486902"
"Automotive",2021,7,"476584"
"Automotive",2021,8,"455964"
"Automotive",2021,9,"438496"
"Automotive",2021,10,"443780"
"Automotive",2021,11,"428848"
"Automotive",2021,12,"454888"
"Fashion & Accessories",2021,1,"39845"
"Fashion & Accessories",2021,2,"41234"
"Fashion & Accessories",2021,3,"57888"
"Fashion & Accessories",2021,4,"56779"
"Fashion & Accessories",2021,5,"61864"
"Fashion & Accessories",2021,6,"59803"
"Fashion & Accessories",2021,7,"61506"
"Fashion & Accessories",2021,8,"60633"
"Fashion & Accessories",2021,9,"54328"
"Fashion & Accessories",2021,10,"58715"
"Fashion & Accessories",2021,11,"69375"
"Fashion & Accessories",2021,12,"89019"
"Food & Beverage",2021,1,"242272"
"Food & Beverage",2021,2,"220636"
"Food & Beverage",2021,3,"249777"
"Food & Beverage",2021,4,"242941"
"Food & Beverage",2021,5,"258321"
"Food & Beverage",2021,6,"252681"
"Food & Beverage",2021,7,"261117"
"Food & Beverage",2021,8,"258877"
"Food & Beverage",2021,9,"251293"
"Food & Beverage",2021,10,"264045"
"Food & Beverage",2021,11,"265663"
"Food & Beverage",2021,12,"288802"
"Fuel & Gasoline",2021,1,"40991"
"Fuel & Gasoline",2021,2,"40369"
"Fuel & Gasoline",2021,3,"49659"
"Fuel & Gasoline",2021,4,"49494"
"Fuel & Gasoline",2021,5,"51956"
"Fuel & Gasoline",2021,6,"52977"
"Fuel & Gasoline",2021,7,"55046"
"Fuel & Gasoline",2021,8,"54843"
"Fuel & Gasoline",2021,9,"54267"
"Fuel & Gasoline",2021,10,"57563"
"Fuel & Gasoline",2021,11,"55983"
"Fuel & Gasoline",2021,12,"56244"
"General Merchandise",2021,1,"131980"
"General Merchandise",2021,2,"120423"
"General Merchandise",2021,3,"156595"
"General Merchandise",2021,4,"146896"
"General Merchandise",2021,5,"155623"
"General Merchandise",2021,6,"150172"
"General Merchandise",2021,7,"152465"
"General Merchandise",2021,8,"154497"
"General Merchandise",2021,9,"143653"
"General Merchandise",2021,10,"157599"
"General Merchandise",2021,11,"170336"
"General Merchandise",2021,12,"197630"
"Health & Personal Care",2021,1,"54206"
"Health & Personal Care",2021,2,"50792"
"Health & Personal Care",2021,3,"61113"
"Health & Personal Care",2021,4,"58681"
"Health & Personal Care",2021,5,"57520"
"Health & Personal Care",2021,6,"59638"
"Health & Personal Care",2021,7,"58599"
"Health & Personal Care",2021,8,"59648"
"Health & Personal Care",2021,9,"58765"
"Health & Personal Care",2021,10,"59829"
"Health & Personal Care",2021,11,"59216"
"Health & Personal Care",2021,12,"67476"
"Home Goods & Building Supplies",2021,1,"61346"
"Home Goods & Building Supplies",2021,2,"58047"
"Home Goods & Building Supplies",2021,3,"84546"
"Home Goods & Building Supplies",2021,4,"90865"
"Home Goods & Building Supplies",2021,5,"90886"
"Home Goods & Building Supplies",2021,6,"89031"
"Home Goods & Building Supplies",2021,7,"82139"
"Home Goods & Building Supplies",2021,8,"79145"
"Home Goods & Building Supplies",2021,9,"77611"
"Home Goods & Building Supplies",2021,10,"78482"
"Home Goods & Building Supplies",2021,11,"78754"
"Home Goods & Building Supplies",2021,12,"75965"
"Home Goods & Electronics",2021,1,"124471"
"Home Goods & Electronics",2021,2,"115588"
"Home Goods & Electronics",2021,3,"141634"
"Home Goods & Electronics",2021,4,"138516"
"Home Goods & Electronics",2021,5,"136818"
"Home Goods & Electronics",2021,6,"138869"
"Home Goods & Electronics",2021,7,"134871"
"Home Goods & Electronics",2021,8,"140543"
"Home Goods & Electronics",2021,9,"135440"
"Home Goods & Electronics",2021,10,"143165"
"Home Goods & Electronics",2021,11,"163870"
"Home Goods & Electronics",2021,12,"177078"
"Miscellaneous",2021,1,"97828"
"Miscellaneous",2021,2,"92396"
"Miscellaneous",2021,3,"110624"
"Miscellaneous",2021,4,"110125"
"Miscellaneous",2021,5,"107641"
"Miscellaneous",2021,6,"109604"
"Miscellaneous",2021,7,"104850"
"Miscellaneous",2021,8,"110474"
"Miscellaneous",2021,9,"106433"
"Miscellaneous",2021,10,"115031"
"Miscellaneous",2021,11,"131365"
"Miscellaneous",2021,12,"141766"
"Office Supplies & Gifts",2021,1,"3646"
"Office Supplies & Gifts",2021,2,"3458"
"Office Supplies & Gifts",2021,3,"4404"
"Office Supplies & Gifts",2021,4,"4408"
"Office Supplies & Gifts",2021,5,"4580"
"Office Supplies & Gifts",2021,6,"4968"
"Office Supplies & Gifts",2021,7,"5278"
"Office Supplies & Gifts",2021,8,"5662"
"Office Supplies & Gifts",2021,9,"5514"
"Office Supplies & Gifts",2021,10,"6256"
"Office Supplies & Gifts",2021,11,"4800"
"Office Supplies & Gifts",2021,12,"6292"
"Restaurants & Bars",2021,1,"135118"
"Restaurants & Bars",2021,2,"127702"
"Restaurants & Bars",2021,3,"164144"
"Restaurants & Bars",2021,4,"168842"
"Restaurants & Bars",2021,5,"180641"
"Restaurants & Bars",2021,6,"180788"
"Restaurants & Bars",2021,7,"190060"
"Restaurants & Bars",2021,8,"183718"
"Restaurants & Bars",2021,9,"174966"
"Restaurants & Bars",2021,10,"183363"
"Restaurants & Bars",2021,11,"172019"
"Restaurants & Bars",2021,12,"182290"
"Sports & Recreation",2021,1,"13654"
"Sports & Recreation",2021,2,"11856"
"Sports & Recreation",2021,3,"17812"
"Sports & Recreation",2021,4,"16769"
"Sports & Recreation",2021,5,"16597"
"Sports & Recreation",2021,6,"17370"
"Sports & Recreation",2021,7,"17130"
"Sports & Recreation",2021,8,"18129"
"Sports & Recreation",2021,9,"16268"
"Sports & Recreation",2021,10,"16302"
"Sports & Recreation",2021,11,"19179"
"Sports & Recreation",2021,12,"24619"
"Automotive",2022,1,"420473"
"Automotive",2022,2,"431998"
"Automotive",2022,3,"514582"
"Automotive",2022,4,"504116"
"Automotive",2022,5,"483482"
"Automotive",2022,6,"484120"
"Automotive",2022,7,"466716"
"Automotive",2022,8,"499292"
"Automotive",2022,9,"460062"
"Automotive",2022,10,"467212"
"Automotive",2022,11,"435198"
"Automotive",2022,12,"456984"
"Fashion & Accessories",2022,1,"43132"
"Fashion & Accessories",2022,2,"47380"
"Fashion & Accessories",2022,3,"61368"
"Fashion & Accessories",2022,4,"61909"
"Fashion & Accessories",2022,5,"63937"
"Fashion & Accessories",2022,6,"60119"
"Fashion & Accessories",2022,7,"61013"
"Fashion & Accessories",2022,8,"63526"
"Fashion & Accessories",2022,9,"57793"
"Fashion & Accessories",2022,10,"61211"
"Fashion & Accessories",2022,11,"71202"
"Fashion & Accessories",2022,12,"94215"
"Food & Beverage",2022,1,"258680"
"Food & Beverage",2022,2,"237025"
"Food & Beverage",2022,3,"265046"
"Food & Beverage",2022,4,"262005"
"Food & Beverage",2022,5,"273685"
"Food & Beverage",2022,6,"274357"
"Food & Beverage",2022,7,"280402"
"Food & Beverage",2022,8,"276374"
"Food & Beverage",2022,9,"269106"
"Food & Beverage",2022,10,"280213"
"Food & Beverage",2022,11,"286528"
"Food & Beverage",2022,12,"309791"
"Fuel & Gasoline",2022,1,"54577"
"Fuel & Gasoline",2022,2,"54946"
"Fuel & Gasoline",2022,3,"69421"
"Fuel & Gasoline",2022,4,"68329"
"Fuel & Gasoline",2022,5,"76375"
"Fuel & Gasoline",2022,6,"78548"
"Fuel & Gasoline",2022,7,"76632"
"Fuel & Gasoline",2022,8,"70877"
"Fuel & Gasoline",2022,9,"64796"
"Fuel & Gasoline",2022,10,"68748"
"Fuel & Gasoline",2022,11,"63481"
"Fuel & Gasoline",2022,12,"59680"
"General Merchandise",2022,1,"137312"
"General Merchandise",2022,2,"128995"
"General Merchandise",2022,3,"153921"
"General Merchandise",2022,4,"150017"
"General Merchandise",2022,5,"157734"
"General Merchandise",2022,6,"158015"
"General Merchandise",2022,7,"158005"
"General Merchandise",2022,8,"159146"
"General Merchandise",2022,9,"151533"
"General Merchandise",2022,10,"160735"
"General Merchandise",2022,11,"175083"
"General Merchandise",2022,12,"205535"
"Health & Personal Care",2022,1,"59521"
"Health & Personal Care",2022,2,"54794"
"Health & Personal Care",2022,3,"61227"
"Health & Personal Care",2022,4,"59207"
"Health & Personal Care",2022,5,"60110"
"Health & Personal Care",2022,6,"60979"
"Health & Personal Care",2022,7,"59343"
"Health & Personal Care",2022,8,"61857"
"Health & Personal Care",2022,9,"60992"
"Health & Personal Care",2022,10,"62332"
"Health & Personal Care",2022,11,"61168"
"Health & Personal Care",2022,12,"66936"
"Home Goods & Building Supplies",2022,1,"67320"
"Home Goods & Building Supplies",2022,2,"66719"
"Home Goods & Building Supplies",2022,3,"87957"
"Home Goods & Building Supplies",2022,4,"90606"
"Home Goods & Building Supplies",2022,5,"98467"
"Home Goods & Building Supplies",2022,6,"95528"
"Home Goods & Building Supplies",2022,7,"86833"
"Home Goods & Building Supplies",2022,8,"90200"
"Home Goods & Building Supplies",2022,9,"85079"
"Home Goods & Building Supplies",2022,10,"85477"
"Home Goods & Building Supplies",2022,11,"80506"
"Home Goods & Building Supplies",2022,12,"76921"
"Home Goods & Electronics",2022,1,"134145"
"Home Goods & Electronics",2022,2,"128734"
"Home Goods & Electronics",2022,3,"143806"
"Home Goods & Electronics",2022,4,"144677"
"Home Goods & Electronics",2022,5,"148132"
"Home Goods & Electronics",2022,6,"142807"
"Home Goods & Electronics",2022,7,"145018"
"Home Goods & Electronics",2022,8,"151026"
"Home Goods & Electronics",2022,9,"143420"
"Home Goods & Electronics",2022,10,"148417"
"Home Goods & Electronics",2022,11,"170295"
"Home Goods & Electronics",2022,12,"181735"
"Miscellaneous",2022,1,"112763"
"Miscellaneous",2022,2,"107418"
"Miscellaneous",2022,3,"118130"
"Miscellaneous",2022,4,"120088"
"Miscellaneous",2022,5,"125297"
"Miscellaneous",2022,6,"120473"
"Miscellaneous",2022,7,"121201"
"Miscellaneous",2022,8,"126388"
"Miscellaneous",2022,9,"119763"
"Miscellaneous",2022,10,"126603"
"Miscellaneous",2022,11,"142822"
"Miscellaneous",2022,12,"153297"
"Office Supplies & Gifts",2022,1,"3742"
"Office Supplies & Gifts",2022,2,"3882"
"Office Supplies & Gifts",2022,3,"4740"
"Office Supplies & Gifts",2022,4,"4686"
"Office Supplies & Gifts",2022,5,"5252"
"Office Supplies & Gifts",2022,6,"5206"
"Office Supplies & Gifts",2022,7,"5690"
"Office Supplies & Gifts",2022,8,"6318"
"Office Supplies & Gifts",2022,9,"5810"
"Office Supplies & Gifts",2022,10,"7006"
"Office Supplies & Gifts",2022,11,"4852"
"Office Supplies & Gifts",2022,12,"6834"
"Restaurants & Bars",2022,1,"163200"
"Restaurants & Bars",2022,2,"167656"
"Restaurants & Bars",2022,3,"195256"
"Restaurants & Bars",2022,4,"199183"
"Restaurants & Bars",2022,5,"207795"
"Restaurants & Bars",2022,6,"203222"
"Restaurants & Bars",2022,7,"207842"
"Restaurants & Bars",2022,8,"206523"
"Restaurants & Bars",2022,9,"198784"
"Restaurants & Bars",2022,10,"206298"
"Restaurants & Bars",2022,11,"191206"
"Restaurants & Bars",2022,12,"206033"
"Sports & Recreation",2022,1,"13827"
"Sports & Recreation",2022,2,"13564"
"Sports & Recreation",2022,3,"16696"
"Sports & Recreation",2022,4,"16684"
"Sports & Recreation",2022,5,"16915"
"Sports & Recreation",2022,6,"17825"
"Sports & Recreation",2022,7,"17625"
"Sports & Recreation",2022,8,"19491"
"Sports & Recreation",2022,9,"17114"
"Sports & Recreation",2022,10,"16831"
"Sports & Recreation",2022,11,"19633"
"Sports & Recreation",2022,12,"25734"
